date,prev_date,frob,frob_norm,prev_frob,curr_frob
2023-01-13,2023-01-06,0.3437828994770813,0.012405259300631235,27.712673402931262,27.7126727750724
2023-01-20,2023-01-13,0.3426340692982062,0.012363804533729199,27.7126727750724,27.712672819740103
2023-01-27,2023-01-20,0.18683567422303818,0.0067418857588484185,27.712672819740103,27.71267294229056
2023-02-03,2023-01-27,0.2114917964389245,0.007631591397889758,27.71267294229056,27.712672530330465
2023-02-10,2023-02-03,0.2855951220106938,0.010305578492947966,27.712672530330465,27.712672965864016
2023-02-17,2023-02-10,0.3111212246194982,0.011226676871001245,27.712672965864016,27.712673082482834
2023-02-24,2023-02-17,0.1140535009912623,0.004115571985849007,27.712673082482834,27.7126727337915
2023-03-03,2023-02-24,0.31142444103983424,0.01123761840048315,27.7126727337915,27.712673156536297
2023-03-10,2023-03-03,0.18601654182224045,0.0067123276333362295,27.712673156536297,27.71267310853755
2023-03-17,2023-03-10,0.2412820006139208,0.008706558175349004,27.71267310853755,27.712673007999662
2023-03-24,2023-03-17,0.1956129643170855,0.007058610487000368,27.712673007999662,27.712673430559363
2023-03-31,2023-03-24,0.2980281697664908,0.010754219383173547,27.712673430559363,27.71267318474196
2023-04-07,2023-03-31,0.15183370528002155,0.005478854539504066,27.71267318474196,27.712672897272157
2023-04-14,2023-04-07,0.26984105614498505,0.009737099598629355,27.712672897272157,27.712672640877123
2023-04-21,2023-04-14,0.28777895676837534,0.010384381199808255,27.712672640877123,27.712672437355558
2023-04-28,2023-04-21,0.191852267142125,0.006922907474037366,27.712672437355558,27.712672971593815
2023-05-05,2023-04-28,0.28962060958205543,0.010450836333215256,27.712672971593815,27.712673839635418
2023-05-12,2023-05-05,0.10719978568018994,0.0038682584834836844,27.712673839635418,27.71267382601662
2023-05-19,2023-05-12,0.12371662746016326,0.004464261667310276,27.71267382601662,27.71267404417288
2023-05-26,2023-05-19,0.16359197783176183,0.005903146609778506,27.71267404417288,27.71267371209265
2023-06-02,2023-05-26,0.14349929097801128,0.005178110653227553,27.71267371209265,27.712673672905602
2023-06-09,2023-06-02,0.12709886320867436,0.0045863082252122446,27.712673672905602,27.712673428104036
2023-06-16,2023-06-09,0.13223114628868435,0.004771504511527244,27.712673428104036,27.712673602750765
2023-06-23,2023-06-16,0.10197275178151499,0.0036796432290599882,27.712673602750765,27.71267312608801
2023-06-30,2023-06-23,0.15858180165838756,0.00572235673321232,27.71267312608801,27.712673750783356
2023-07-07,2023-06-30,0.09714852713397013,0.003505563122765104,27.712673750783356,27.712673719869926
2023-07-14,2023-07-07,0.1571238873305028,0.005669748394498639,27.712673719869926,27.712673884498503
2023-07-21,2023-07-14,0.11470855828022314,0.004139209329215358,27.712673884498503,27.71267370319928
2023-07-28,2023-07-21,0.20104094649175447,0.007254476729487785,27.71267370319928,27.71267337778173
2023-08-04,2023-07-28,0.09265096327063277,0.003343270496050775,27.71267337778173,27.712673624214652
2023-08-11,2023-08-04,0.10885294565872355,0.003927912085812125,27.712673624214652,27.71267372654749
2023-08-18,2023-08-11,0.2031547341540927,0.007330751848728054,27.71267372654749,27.7126736021904
2023-08-25,2023-08-18,0.2283822967122318,0.008241077710169846,27.7126736021904,27.712673971958825
2023-09-01,2023-08-25,0.13721050689038886,0.0049511825177614,27.712673971958825,27.71267415781417
2023-09-08,2023-09-01,0.26406376259206,0.009528627987623928,27.71267415781417,27.71267385870846
2023-09-15,2023-09-08,0.13618845738963625,0.004914302318281545,27.71267385870846,27.712674262764853
2023-09-22,2023-09-15,0.2723325100112798,0.009827002166195841,27.712674262764853,27.712673939933364
2023-09-29,2023-09-22,0.20810639975541972,0.007509430530106134,27.712673939933364,27.712674105077703
2023-10-06,2023-09-29,0.19255487848408728,0.006948260487384693,27.712674105077703,27.712674413511817
2023-10-13,2023-10-06,0.1336957060125512,0.004824352352920534,27.712674413511817,27.712674217387473
2023-10-20,2023-10-13,0.10423907722370035,0.003761422532015873,27.712674217387473,27.712674165066414
2023-10-27,2023-10-20,0.10906470797871,0.003935553361941124,27.712674165066414,27.71267425522584
2023-11-03,2023-10-27,0.1356376375327383,0.004894426148972467,27.71267425522584,27.7126744011703
2023-11-10,2023-11-03,0.3122897107292532,0.011268840610924726,27.7126744011703,27.712674104661538
2023-11-17,2023-11-10,0.176047903548956,0.0063526133524348955,27.712674104661538,27.712673431803236
2023-11-24,2023-11-17,0.31022411874320094,0.011194304999357248,27.712673431803236,27.712673811261585
2023-12-01,2023-11-24,0.21033101274349902,0.007589704774644277,27.712673811261585,27.712673245989237
2023-12-08,2023-12-01,0.2952202863756634,0.010652898179657894,27.712673245989237,27.712673613129667
2023-12-15,2023-12-08,0.08776984048420818,0.0031671372350959874,27.712673613129667,27.71267351223559
2023-12-22,2023-12-15,0.09710093772790834,0.0035038459095270338,27.71267351223559,27.712673857631096
2023-12-29,2023-12-22,0.05434283700033188,0.0019609380631947144,27.712673857631096,27.71267364294268
2024-01-05,2023-12-29,0.07287874094799045,0.002629798260787701,27.71267364294268,27.712673738838994
2024-01-12,2024-01-05,0.11183377455818094,0.004035474007744087,27.712673738838994,27.712673281687103
2024-01-19,2024-01-12,0.12981702927223854,0.004684392153463544,27.712673281687103,27.71267408634377
2024-01-26,2024-01-19,0.1013480743749058,0.0036571019476191353,27.71267408634377,27.712674136622955
2024-02-02,2024-01-26,0.09055264573512765,0.003267553513194056,27.712674136622955,27.71267370390138
2024-02-09,2024-02-02,0.2125662151311666,0.007670361127993,27.71267370390138,27.712673579301608
2024-02-16,2024-02-09,0.09540241243462955,0.0034425553406684465,27.712673579301608,27.712673474114723
2024-02-23,2024-02-16,0.13881297164924553,0.005009006863913727,27.712673474114723,27.712673832676202
2024-03-01,2024-02-23,0.086845363427973,0.0031337778502473447,27.712673832676202,27.7126738307081
2024-03-08,2024-03-01,0.10205838873439863,0.0036827333716642385,27.7126738307081,27.71267341434829
2024-03-15,2024-03-08,0.1310915721439096,0.0047303834669387024,27.71267341434829,27.712674037976523
2024-03-22,2024-03-15,0.07250398953106095,0.0026162754785662794,27.712674037976523,27.71267369160336
2024-03-29,2024-03-22,0.08788671325176606,0.0031713545300535765,27.71267369160336,27.71267407927774
2024-04-05,2024-03-29,0.0819779231004959,0.0029581383184451426,27.71267407927774,27.712673934747492
2024-04-12,2024-04-05,0.10068507888086249,0.003633178058455595,27.712673934747492,27.712673990617894
2024-04-19,2024-04-12,0.12412826851891119,0.004479115532515204,27.712673990617894,27.71267405090669
2024-04-26,2024-04-19,0.3257463360845332,0.011754417328553101,27.71267405090669,27.71267459050321
2024-05-03,2024-04-26,0.18522613369732654,0.006683805747165038,27.71267459050321,27.71267444067439
2024-05-10,2024-05-03,0.11118345988796832,0.004012007578914086,27.71267444067439,27.712674186623662
2024-05-17,2024-05-10,0.18774801245346462,0.006774806761307791,27.712674186623662,27.712673945362273
2024-05-24,2024-05-17,0.3090826478036524,0.011153115300711225,27.712673945362273,27.712673537020105
2024-05-31,2024-05-24,0.26083900973557106,0.009412264370202992,27.712673537020105,27.71267397994053
2024-06-07,2024-05-31,0.1005295027427063,0.0036275641540570824,27.71267397994053,27.712673898634478
2024-06-14,2024-06-07,0.12339597178448662,0.004452690932525368,27.712673898634478,27.712673835440448
2024-06-21,2024-06-14,0.1695677703179621,0.006118780574002342,27.712673835440448,27.712674012163443
2024-06-28,2024-06-21,0.14392452044169657,0.0051934548206543,27.712674012163443,27.71267404906502
2024-07-05,2024-06-28,0.09932987561354999,0.0035842761127159303,27.71267404906502,27.712673733624598
2024-07-12,2024-07-05,0.14187345190790634,0.005119442940497005,27.712673733624598,27.71267391584935
2024-07-19,2024-07-12,0.15613133639985538,0.005633932578066946,27.71267391584935,27.712673540519003
2024-07-26,2024-07-19,0.23725635864065467,0.008561294466726604,27.712673540519003,27.712674088467878
2024-08-02,2024-07-26,0.140404678828273,0.0050664428261253495,27.712674088467878,27.71267390178453
2024-08-09,2024-08-02,0.3412632619581729,0.012314339033743883,27.71267390178453,27.712674210140698
2024-08-16,2024-08-09,0.11540696345694411,0.004164410932767719,27.712674210140698,27.71267409908872
2024-08-23,2024-08-16,0.36936298990125443,0.013328305618597339,27.71267409908872,27.712673451034835
2024-08-30,2024-08-23,0.142165349349059,0.005129975987349037,27.712673451034835,27.71267347861331
2024-09-06,2024-08-30,0.2451754815084593,0.008847052656166848,27.71267347861331,27.712673342333034
2024-09-13,2024-09-06,0.36877273256045806,0.013307006798117842,27.712673342333034,27.712673627768087
2024-09-20,2024-09-13,0.11935118091275396,0.0043067364237696585,27.712673627768087,27.712673815933336
2024-09-27,2024-09-20,0.13230222170076467,0.004774069170643976,27.712673815933336,27.71267368229479
2024-10-04,2024-09-27,0.1303337320387044,0.004703037084507944,27.71267368229479,27.71267333112769
2024-10-11,2024-10-04,0.3548657427327746,0.012805179005742696,27.71267333112769,27.71267283437622
2024-10-18,2024-10-11,0.2501413698352725,0.00902624482778057,27.71267283437622,27.712673413628966
2024-10-25,2024-10-18,0.15382791344141566,0.005550814645178125,27.712673413628966,27.712673458049355
2024-11-01,2024-10-25,0.1724127667926878,0.006221441141493441,27.712673458049355,27.712674109050933
2024-11-08,2024-11-01,0.1430917351131648,0.005163404099874505,27.712674109050933,27.712674015748124
2024-11-15,2024-11-08,0.19913749822372603,0.0071857915302780285,27.712674015748124,27.712673481480188
2024-11-22,2024-11-15,0.23425766987154217,0.008453088080010877,27.712673481480188,27.71267364985654
2024-11-29,2024-11-22,0.18490680778462368,0.006672283234770969,27.71267364985654,27.712673453845607
2024-12-06,2024-11-29,0.18044497209056606,0.006511279844259116,27.712673453845607,27.712673621814208
2024-12-13,2024-12-06,0.12441275918415956,0.004489381316359992,27.712673621814208,27.712673459566844
2024-12-20,2024-12-13,0.2661032204747616,0.009602221195403616,27.712673459566844,27.7126730183874
2024-12-27,2024-12-20,0.2797470854008367,0.010094554401706902,27.7126730183874,27.712673558236194
2025-01-03,2024-12-27,0.10207126962024798,0.0036831982091424294,27.712673558236194,27.71267384906882
2025-01-10,2025-01-03,0.20605021514491031,0.007435234011236575,27.71267384906882,27.71267382717344
2025-01-17,2025-01-10,0.15603278223210756,0.00563037631104023,27.71267382717344,27.712673553133225
2025-01-24,2025-01-17,0.3343103767579881,0.012063447293059118,27.712673553133225,27.71267318873396
2025-01-31,2025-01-24,0.09753922399984002,0.003519661323740113,27.71267318873396,27.712673567974406
2025-02-07,2025-01-31,0.15693493589663468,0.005662930193714248,27.712673567974406,27.712673615995616
2025-02-14,2025-02-07,0.14138156841870828,0.00510169355644915,27.712673615995616,27.712673181957935
2025-02-21,2025-02-14,0.14284580802463137,0.005154530098439749,27.712673181957935,27.712673077830654
2025-02-28,2025-02-21,0.24876386653825094,0.00897653812894888,27.712673077830654,27.71267336847667
2025-03-07,2025-02-28,0.16972716773130553,0.006124532464787937,27.71267336847667,27.712673208106597
2025-03-14,2025-03-07,0.21210235333016314,0.007653623009854952,27.712673208106597,27.712673460047633
2025-03-21,2025-03-14,0.26460720101811575,0.009548237971323153,27.712673460047633,27.71267375261455
2025-03-28,2025-03-21,0.16693206438824648,0.006023672269172197,27.71267375261455,27.712673823780154
2025-04-04,2025-03-28,0.12044163524208379,0.004346084972094207,27.712673823780154,27.7126737533221
2025-04-11,2025-04-04,0.6152145149320064,0.022199753095214582,27.7126737533221,27.712674091938343
2025-04-18,2025-04-11,0.39306098069673656,0.014183437491189796,27.712674091938343,27.71267333514555
2025-04-25,2025-04-18,0.1640505097878547,0.005919692690917622,27.71267333514555,27.712673611067473
2025-05-02,2025-04-25,0.3617980861684767,0.013055329530672715,27.712673611067473,27.712673129212504
2025-05-09,2025-05-02,0.8291001479102232,0.02991772551296113,27.712673129212504,27.712671835081544
2025-05-16,2025-05-09,0.3802549466325263,0.013721338342813517,27.712671835081544,27.712672910097616
2025-05-23,2025-05-16,0.3164991951055467,0.011420738668272343,27.712672910097616,27.712672303726983
2025-05-30,2025-05-23,0.3918269836631793,0.014138910147992827,27.712672303726983,27.712672511529437
2025-06-06,2025-05-30,0.11592999572824031,0.004183284585057801,27.712672511529437,27.71267273500388
2025-06-13,2025-06-06,0.1491160193308433,0.0053807880877000175,27.71267273500388,27.712672728250517
2025-06-20,2025-06-13,0.2963987526892921,0.010695422834013776,27.712672728250517,27.712672840537284
2025-06-27,2025-06-20,0.09161865408899397,0.0033060201235794763,27.712672840537284,27.712672792186286
2025-07-04,2025-06-27,0.1191571813505177,0.0042997361620099785,27.712672792186286,27.71267282858699
2025-07-11,2025-07-04,0.07069447914110762,0.002550980180741723,27.71267282858699,27.712672357705433
2025-07-18,2025-07-11,0.07248126619977212,0.0026154556754472034,27.712672357705433,27.71267237933819
2025-07-25,2025-07-18,0.13069190041071252,0.0047159616590476535,27.71267237933819,27.71267238794428
2025-08-01,2025-07-25,0.11133424237595348,0.0040174487980589955,27.71267238794428,27.712672886446235
2025-08-08,2025-08-01,0.3370074350821639,0.012160769784389003,27.712672886446235,27.712673294899112
2025-08-15,2025-08-08,0.24365697853261678,0.008792258182376665,27.712673294899112,27.712672617103436
2025-08-22,2025-08-15,0.16832733953378842,0.006074020425943896,27.712672617103436,27.712672966057276
2025-08-29,2025-08-22,0.13111020229200251,0.00473105580441781,27.712672966057276,27.712672735915355
2025-09-05,2025-08-29,0.24856646147215916,0.008969414961914175,27.712672735915355,27.712672707761033
2025-09-12,2025-09-05,0.18898949895842,0.006819605634987563,27.712672707761033,27.712672925817376
2025-09-19,2025-09-12,0.1290726308661125,0.004657530914163918,27.712672925817376,27.712673061494723
2025-09-26,2025-09-19,0.37358210642683837,0.013480551139828415,27.712673061494723,27.712673419227198
2025-10-03,2025-09-26,0.1698499544240667,0.006128963159007885,27.712673419227198,27.712673087973844
2025-10-10,2025-10-03,0.15643871171893536,0.0056450242537886995,27.712673087973844,27.712673476525545
2025-10-17,2025-10-10,0.32160594138830806,0.011605013195883748,27.712673476525545,27.712673518698335
2025-10-24,2025-10-17,0.09706614277862743,0.003502590347810771,27.712673518698335,27.71267367229099
2025-10-31,2025-10-24,0.1243768365136677,0.004488085053952178,27.71267367229099,27.712673551310846
2025-11-07,2025-10-31,0.1951355041640897,0.007041381402728373,27.712673551310846,27.712674175623594
2025-11-14,2025-11-07,0.14760021650516508,0.005326090711050568,27.712674175623594,27.71267364881501
2025-11-21,2025-11-14,0.12968016577224398,0.004679453430426566,27.71267364881501,27.712673854258828
2025-11-28,2025-11-21,0.20985095208885832,0.007572381979178862,27.712673854258828,27.712673950227714
2025-12-05,2025-11-28,0.20124926406487323,0.007261993715449906,27.712673950227714,27.71267350391306
2025-12-12,2025-12-05,0.11110674994106468,0.0040092396688241674,27.71267350391306,27.712673382098384
2025-12-19,2025-12-12,0.07126652499458516,0.002571622160445148,27.712673382098384,27.71267393321733
2025-12-26,2025-12-19,0.1276965925164315,0.00460787698885186,27.71267393321733,27.712673236955567
